Module	Section	Sample Name	Source
FastQC	all_sections	SRR14514161_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514161_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514266_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514266_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514217_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514217_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514239_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514239_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514249_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514249_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514197_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514197_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514247_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514247_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514259_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514259_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514228_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514228_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514225_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514225_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514200_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514200_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514166_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514166_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514202_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514202_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514268_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514268_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514236_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514236_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514267_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514267_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514258_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514258_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514244_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514244_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514205_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514205_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514269_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514269_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514289_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514289_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514207_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514207_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514258_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514258_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514170_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514170_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514259_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514259_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514265_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514265_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514284_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514284_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514236_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514236_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514234_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514234_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514215_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514215_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514167_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514167_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514234_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514234_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514245_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514245_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514271_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514271_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514167_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514167_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514241_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514241_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514261_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514261_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514276_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514276_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514278_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514278_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514230_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514230_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514283_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514283_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514273_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514273_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514201_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514201_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514213_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514213_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514230_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514230_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514186_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514186_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514180_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514180_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514263_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514263_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514165_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514165_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514286_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514286_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514224_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514224_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514284_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514284_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514263_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514263_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514189_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514189_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514231_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514231_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514226_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514226_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514221_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514221_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514187_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514187_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514240_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514240_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514165_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514165_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514233_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514233_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514287_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514287_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514290_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514290_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514279_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514279_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514228_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514228_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514177_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514177_1.trimmed_fastqc.zip
